region,mean_p,cmro2,cmrglu,mean_i
Cont_pCun_1 L,1.8835781122060697e-11,5847.3647,7708.6504,1.3960048554984402e-09
Cont_pCun_1 R,7.12976727933617e-12,5882.5117,7995.071,1.14535625872783e-09
Cont_pCun_2 L,8.67603967504343e-12,5654.117,6984.7363,5.43791273816928e-10
Cont_pCun_2 R,4.9533986151893095e-12,5645.537,7495.6333,7.01774877055759e-10
Default_PFC_1 L,1.02690827727771e-12,4822.8315,5711.606,2.1893966378635701e-10
Default_PFC_10 L,4.0076841717321797e-11,4872.358,6513.491,2.2420947846759303e-09
Default_PFC_11 L,1.3352964224867698e-11,4569.539,5705.121,1.8143045117693402e-09
Default_PFC_12 L,1.8067565311611398e-11,5267.761,6930.754,2.1776899614219603e-09
Default_PFC_13 L,3.5585756175833003e-11,5272.642,7063.777,1.96411949450657e-09
Default_PFC_14 L,2.7428352385640498e-11,5137.406,6579.2695,2.99107820401511e-09
Default_PFC_15 L,4.0676561860533595e-12,2880.9978,3430.947,6.43905590797392e-10
Default_PFC_16 L,2.0701073745797698e-11,4765.1523,6311.555,1.9686433980125602e-09
Default_PFC_17 L,2.6918751028182997e-12,4870.3774,6338.159,6.61567175482223e-10
Default_PFC_18 L,9.36286089386031e-12,5259.9697,6888.4985,1.29055909901244e-09
Default_PFC_19 L,1.3441067432089898e-11,4950.2603,6608.181,2.22302774530895e-09
Default_PFC_2 L,2.1748409411843697e-11,5145.063,6892.0713,1.90798730477706e-09
Default_PFC_20 L,7.47024295331172e-12,5108.595,6778.317,1.1712053261363601e-09
Default_PFC_21 L,2.14453961650357e-11,4667.21,6220.6113,2.85630115278557e-09
Default_PFC_22 L,6.76378750556267e-12,5257.8555,7038.376,1.16391023687143e-09
Default_PFC_23 L,2.3398102756436098e-11,5082.609,6987.8247,3.3451795923892205e-09
Default_PFC_24 L,1.0934831392026099e-11,5399.1924,7171.5225,1.5744039754311802e-09
Default_PFC_25 L,1.0190242401060499e-11,4664.6567,6381.9463,1.59548660387781e-09
Default_PFC_26 L,8.10186271014068e-12,5138.303,7108.56,1.18562412813155e-09
Default_PFC_27 L,1.06873559671128e-11,5111.04,7071.719,1.95628784313701e-09
Default_PFC_28 L,1.6281160906205198e-11,4825.2163,6599.292,2.34547706588877e-09
Default_PFC_29 L,8.40877045172708e-12,5093.292,6908.189,1.4652688907960801e-09
Default_PFC_3 L,3.4589856227385e-11,5079.3975,6548.6895,2.95904445744617e-09
Default_PFC_4 L,4.07517176775649e-11,5329.9463,6716.169,2.7762818055729904e-09
Default_PFC_5 L,9.27356438353621e-11,5130.6724,6677.9033,3.8835019353579e-09
Default_PFC_6 L,2.5480070236230398e-11,4890.8525,6143.334,1.9605877755069e-09
Default_PFC_7 L,7.6561739586868e-11,5074.08,6656.7026,3.64504092734575e-09
Default_PFC_8 L,4.6106281790602694e-11,5449.1763,7233.823,2.7375225165309504e-09
Default_PFC_9 L,2.5024342139138397e-11,5206.203,6956.1035,2.29132286016969e-09
Default_PFCdPFCm_1 R,2.8892661546098696e-11,4117.027,4890.766,1.7679649672858601e-09
Default_PFCdPFCm_10 R,9.11072459269572e-12,4952.3735,6418.934,1.1681367760775e-09
Default_PFCdPFCm_11 R,6.8659438881317595e-12,5128.683,6625.922,1.3923126772388201e-09
Default_PFCdPFCm_12 R,1.2684740351879e-11,4968.4165,6574.861,1.7723883627872102e-09
Default_PFCdPFCm_13 R,6.94589838487314e-12,5372.3545,7146.082,1.15534950280099e-09
Default_PFCdPFCm_14 R,9.310601034470399e-12,4777.8574,6394.312,1.34391075178423e-09
Default_PFCdPFCm_15 R,8.63063355446877e-12,5187.155,6933.571,1.45403332649857e-09
Default_PFCdPFCm_16 R,4.4862285443540096e-12,5402.5654,7121.0493,9.59513169857494e-10
Default_PFCdPFCm_17 R,1.0490351181754e-11,4832.4297,6568.856,1.6536544307827201e-09
Default_PFCdPFCm_18 R,1.1313712073909599e-11,5283.8843,7081.3447,2.00642081288969e-09
Default_PFCdPFCm_19 R,8.01744084122927e-12,4887.4336,6639.716,1.2333267158195501e-09
Default_PFCdPFCm_2 R,1.5244940742185797e-11,5146.7407,6661.831,1.60678986710586e-09
Default_PFCdPFCm_3 R,2.1306696160142397e-12,5012.2837,6484.522,3.70708667844159e-10
Default_PFCdPFCm_4 R,1.34222584778252e-11,4415.7534,5452.5474,1.36411570011563e-09
Default_PFCdPFCm_5 R,1.3005804886864398e-11,5128.2285,6496.1943,1.1761412324027702e-09
Default_PFCdPFCm_6 R,1.0386904545026799e-11,5072.6445,6488.7974,1.7423743027018601e-09
Default_PFCdPFCm_7 R,4.73208154972151e-12,4877.613,6129.574,7.0034965083001e-10
Default_PFCdPFCm_8 R,2.98602878832429e-11,5035.59,6596.1914,2.5806624285621e-09
Default_PFCdPFCm_9 R,2.28747977281599e-12,1943.3236,2281.3628,3.96003217959747e-10
Default_PFCv_1 R,6.2622801876440994e-12,5047.132,6083.2188,7.31496984870154e-10
Default_PFCv_2 R,3.05760543412013e-11,5138.256,7010.0083,2.5396833441718602e-09
Default_PFCv_3 R,1.59412856038189e-11,5298.143,6834.7485,1.6190290885761302e-09
Default_PFCv_4 R,6.25198255193871e-11,5149.5195,6749.039,3.1335641401130805e-09
Default_PFCv_5 R,2.1101825632039e-11,5276.288,6886.282,1.9015846731267703e-09
Default_PFCv_6 R,1.38869079970839e-11,5301.6587,7030.6284,1.79998737012832e-09
Default_PHC_1 L,3.14078667055412e-12,4866.037,5325.8647,4.24557001667273e-10
Default_Par_1 L,7.8107541285014e-13,5076.281,6131.7007,2.39117371944631e-10
Default_Par_1 R,1.29903658881593e-12,5434.4204,6430.0225,3.50671427778297e-10
Default_Par_10 L,7.087538771388e-12,5292.6724,6790.0913,1.14220064944209e-09
Default_Par_11 L,2.09723173574317e-11,5041.508,6673.3657,1.5718010924047402e-09
Default_Par_12 L,9.271549752284809e-12,5299.366,6813.553,1.4723285732893702e-09
Default_Par_13 L,1.42242480143406e-11,5057.4507,6752.671,1.4311736022671e-09
Default_Par_2 L,1.135007709372e-12,5113.084,6223.977,3.27056612756071e-10
Default_Par_2 R,2.61420241754498e-12,5495.4663,6548.84,5.21559753345027e-10
Default_Par_3 L,5.3252322887084e-12,5191.2144,6186.549,9.87382968637601e-10
