region,value
Cont_Cing_1 L,8.62278716797261e-13
Cont_Cing_1 R,1.23424440852859e-12
Cont_Cing_2 L,5.30762070688061e-13
Cont_Cing_2 R,7.00599856432704e-13
Cont_Cing_3 L,1.01257850929981e-12
Cont_Cing_3 R,3.7566362564809e-13
Cont_Cing_4 L,1.36439892614962e-12
Cont_Cing_4 R,4.35140425472518e-14
Cont_OFC_1 L,6.07951397644055e-12
Cont_PFCd_1 L,1.30917662376831e-12
Cont_PFCd_2 L,2.71293169396645e-12
Cont_PFCl_1 L,2.2225076258692e-11
Cont_PFCl_1 R,3.05983807363148e-12
Cont_PFCl_10 L,1.03760807693686e-12
Cont_PFCl_10 R,3.0885992865547e-12
Cont_PFCl_11 L,2.75844171028467e-12
Cont_PFCl_11 R,1.02265231728198e-11
Cont_PFCl_12 L,1.75677267791369e-12
Cont_PFCl_12 R,2.37591885965517e-12
Cont_PFCl_13 L,9.74722006935413e-13
Cont_PFCl_13 R,2.77738282651003e-12
Cont_PFCl_14 R,7.63639335491428e-13
Cont_PFCl_15 R,4.46860417174229e-12
Cont_PFCl_16 R,1.20273264334828e-12
Cont_PFCl_17 R,7.41934747294146e-12
Cont_PFCl_18 R,1.14610386133536e-12
Cont_PFCl_19 R,9.27490837512922e-13
Cont_PFCl_2 L,4.23032948240236e-12
Cont_PFCl_2 R,2.08564564306453e-11
Cont_PFCl_20 R,3.04243093628188e-12
Cont_PFCl_21 R,2.69721227891106e-12
Cont_PFCl_22 R,1.87268006414759e-12
Cont_PFCl_23 R,7.61623000843232e-13
Cont_PFCl_24 R,1.32800529112057e-12
Cont_PFCl_25 R,2.98881686250062e-12
Cont_PFCl_3 L,4.98499703182703e-12
Cont_PFCl_3 R,3.85974234641835e-11
Cont_PFCl_4 L,4.24045366681009e-12
Cont_PFCl_4 R,1.00267028863101e-11
Cont_PFCl_5 L,1.11311327907679e-11
Cont_PFCl_5 R,1.27554586595982e-11
Cont_PFCl_6 L,3.17927753470422e-12
Cont_PFCl_6 R,9.30207920233024e-12
Cont_PFCl_7 L,2.3910408731883e-12
Cont_PFCl_7 R,6.18066263022917e-12
Cont_PFCl_8 L,5.36812474064797e-12
Cont_PFCl_8 R,1.60829859868787e-11
Cont_PFCl_9 L,4.90144253526704e-12
Cont_PFCl_9 R,6.99465850478063e-12
Cont_PFCmp_1 L,1.86618951562281e-12
Cont_PFCmp_1 R,9.34023833338921e-13
Cont_PFCmp_2 L,1.86028341579764e-12
Cont_PFCmp_2 R,1.21213317719938e-12
Cont_PFCmp_3 R,1.91005548862338e-12
Cont_PFCv_1 L,8.1087526883241e-13
Cont_PFCv_1 R,4.62108852601325e-12
Cont_PFCv_2 L,1.69662961922481e-12
Cont_Par_1 L,2.68735075315046e-12
Cont_Par_1 R,4.37980036178261e-12
Cont_Par_2 L,4.85323248842249e-12
Cont_Par_2 R,7.8425595853196e-12
Cont_Par_3 L,4.83844717074209e-12
Cont_Par_3 R,6.97434253697222e-12
Cont_Par_4 L,2.73349912160432e-12
Cont_Par_4 R,3.6306589451259e-12
Cont_Par_5 L,3.39979119329547e-12
Cont_Par_5 R,3.51015114761389e-12
Cont_Par_6 L,1.47707315841038e-12
Cont_Par_6 R,1.61987647317196e-12
Cont_Par_7 L,2.87716247545364e-12
Cont_Par_7 R,2.71219574166146e-12
Cont_Par_8 L,2.57607902516828e-12
Cont_Par_8 R,1.01282548548956e-12
Cont_Par_9 L,5.81816223629133e-13
Cont_Par_9 R,5.56507861263458e-13
Cont_Temp_1 L,3.45342572119315e-12
Cont_Temp_1 R,7.93626395929265e-12
Cont_Temp_2 R,8.15047947059282e-12
Cont_pCun_1 L,2.06382720497808e-11
Cont_pCun_1 R,1.11885210535065e-11
Cont_pCun_2 L,1.12039547885041e-11
Cont_pCun_2 R,2.19491096234435e-12
Default_PFC_1 L,3.40349673181693e-13
Default_PFC_10 L,3.5522535738442e-12
Default_PFC_11 L,2.03937324966509e-12
Default_PFC_12 L,9.97973844873148e-12
Default_PFC_13 L,2.8534296928147e-12
Default_PFC_14 L,5.83510551562372e-12
Default_PFC_15 L,4.55332955186655e-13
Default_PFC_16 L,2.0603919963248e-12
Default_PFC_17 L,6.12663998171889e-13
Default_PFC_18 L,2.02602794032532e-12
Default_PFC_19 L,2.36604176825281e-12
Default_PFC_2 L,3.81457032537497e-12
Default_PFC_20 L,1.93826360542339e-12
Default_PFC_21 L,3.47813331719815e-12
Default_PFC_22 L,2.4393274687357e-12
Default_PFC_23 L,3.4404103908999e-12
Default_PFC_24 L,3.15249590245689e-12
Default_PFC_25 L,1.54091056980994e-12
Default_PFC_26 L,2.21740629224032e-12
Default_PFC_27 L,3.11451695793508e-12
Default_PFC_28 L,5.30982438133646e-12
Default_PFC_29 L,3.76526372798164e-12
Default_PFC_3 L,7.32182300382756e-12
Default_PFC_4 L,6.82192012544433e-12
Default_PFC_5 L,1.1622027405858e-11
Default_PFC_6 L,3.24067132409521e-12
Default_PFC_7 L,9.41771050407726e-12
Default_PFC_8 L,5.75981477934357e-12
Default_PFC_9 L,9.29489255804109e-12
Default_PFCdPFCm_1 R,5.25192958535688e-12
Default_PFCdPFCm_10 R,1.16885089362576e-12
Default_PFCdPFCm_11 R,1.09931736181307e-12
Default_PFCdPFCm_12 R,2.6325025063398e-12
Default_PFCdPFCm_13 R,3.78479059486941e-12
Default_PFCdPFCm_14 R,1.66142939012251e-12
Default_PFCdPFCm_15 R,2.07933466064973e-12
Default_PFCdPFCm_16 R,1.34369448537292e-12
Default_PFCdPFCm_17 R,3.65524748326843e-12
Default_PFCdPFCm_18 R,4.10378968125936e-12
Default_PFCdPFCm_19 R,5.25862543209687e-12
Default_PFCdPFCm_2 R,2.92258270427138e-12
Default_PFCdPFCm_3 R,9.71424634820628e-13
Default_PFCdPFCm_4 R,2.40640876259319e-12
Default_PFCdPFCm_5 R,3.40612524365614e-12
Default_PFCdPFCm_6 R,2.88727342908762e-12
Default_PFCdPFCm_7 R,9.48443501053031e-13
Default_PFCdPFCm_8 R,6.27984744692979e-12
Default_PFCdPFCm_9 R,3.15395752406121e-13
Default_PFCv_1 R,7.00025313822152e-12
Default_PFCv_2 R,8.20792720654392e-12
Default_PFCv_3 R,8.58352322826159e-12
Default_PFCv_4 R,1.59069119865988e-11
Default_PFCv_5 R,5.28400274490724e-12
Default_PFCv_6 R,4.03053892967603e-12
Default_PHC_1 L,8.56972755436619e-13
Default_Par_1 L,8.20887610668423e-13
Default_Par_1 R,3.86412058146136e-13
Default_Par_10 L,7.3304054385794e-12
Default_Par_11 L,1.57991785317571e-11
Default_Par_12 L,4.74025625230091e-12
Default_Par_13 L,8.61315210640391e-12
Default_Par_2 L,7.58252759412145e-13
Default_Par_2 R,7.18173959009038e-13
Default_Par_3 L,1.47702828462162e-12
Default_Par_3 R,1.90675095032805e-12
Default_Par_4 L,2.02826342005954e-12
Default_Par_4 R,3.01918075689043e-12
Default_Par_5 L,1.37144686555523e-12
Default_Par_5 R,7.40952119237936e-12
Default_Par_6 L,4.56933412469629e-12
Default_Par_6 R,3.83898655069405e-12
Default_Par_7 L,9.06906347236312e-12
Default_Par_7 R,5.18813904513034e-12
Default_Par_8 L,3.91497779465215e-12
Default_Par_8 R,7.93950266137794e-12
