region,value
Cont_Cing_1 L,1.95176203986269e-10
Cont_Cing_1 R,1.50387175107025e-10
Cont_Cing_2 L,1.73971909780614e-10
Cont_Cing_2 R,1.4123885854173e-10
Cont_Cing_3 L,2.21858191522998e-10
Cont_Cing_3 R,1.56592038145379e-10
Cont_Cing_4 L,1.04677824715979e-10
Cont_Cing_4 R,8.99848782648652e-11
Cont_OFC_1 L,8.06072184275227e-10
Cont_PFCd_1 L,3.49442563051136e-10
Cont_PFCd_2 L,1.37008842404638e-09
Cont_PFCl_1 L,1.19444206995167e-09
Cont_PFCl_1 R,6.08354404921133e-10
Cont_PFCl_10 L,3.88120479673636e-10
Cont_PFCl_10 R,5.41528826982866e-10
Cont_PFCl_11 L,9.03367539333524e-10
Cont_PFCl_11 R,1.10626994621579e-09
Cont_PFCl_12 L,7.28453583865091e-10
Cont_PFCl_12 R,4.86155056579736e-10
Cont_PFCl_13 L,2.48093650757025e-10
Cont_PFCl_13 R,8.35134712274286e-10
Cont_PFCl_14 R,2.36855112789628e-10
Cont_PFCl_15 R,8.76412813323581e-10
Cont_PFCl_16 R,2.75507316346894e-10
Cont_PFCl_17 R,1.18962957350055e-09
Cont_PFCl_18 R,5.1511941884545e-10
Cont_PFCl_19 R,2.39587895340007e-10
Cont_PFCl_2 L,3.34551945540684e-10
Cont_PFCl_2 R,1.09384596502828e-09
Cont_PFCl_20 R,6.96297526355253e-10
Cont_PFCl_21 R,1.0519158544332e-09
Cont_PFCl_22 R,7.08520573469265e-10
Cont_PFCl_23 R,3.57595353856908e-10
Cont_PFCl_24 R,4.68132794444404e-10
Cont_PFCl_25 R,7.03357132863535e-10
Cont_PFCl_3 L,7.12093313200373e-10
Cont_PFCl_3 R,1.3231165818977e-09
Cont_PFCl_4 L,1.00342068247995e-09
Cont_PFCl_4 R,5.21406247619334e-10
Cont_PFCl_5 L,1.16721169777059e-09
Cont_PFCl_5 R,6.93829207254051e-10
Cont_PFCl_6 L,3.39197659229347e-10
Cont_PFCl_6 R,8.84242014270093e-10
Cont_PFCl_7 L,4.16147692177486e-10
Cont_PFCl_7 R,5.68648102364816e-10
Cont_PFCl_8 L,1.61859292112183e-09
Cont_PFCl_8 R,1.21400147786676e-09
Cont_PFCl_9 L,1.03170446661349e-09
Cont_PFCl_9 R,7.65954186984387e-10
Cont_PFCmp_1 L,6.87437777461546e-10
Cont_PFCmp_1 R,6.08239647203745e-10
Cont_PFCmp_2 L,1.65551109412195e-10
Cont_PFCmp_2 R,5.69169234242183e-10
Cont_PFCmp_3 R,6.240065836772e-10
Cont_PFCv_1 L,1.03180970479967e-10
Cont_PFCv_1 R,2.09775965660369e-10
Cont_PFCv_2 L,3.4485461640307e-10
Cont_Par_1 L,5.04324152129912e-10
Cont_Par_1 R,1.17227420239266e-09
Cont_Par_2 L,6.13081143626377e-10
Cont_Par_2 R,1.20810825809843e-09
Cont_Par_3 L,1.07080835753673e-09
Cont_Par_3 R,5.97832559826779e-10
Cont_Par_4 L,1.88042641160038e-10
Cont_Par_4 R,8.87887516327145e-10
Cont_Par_5 L,7.59978506446058e-10
Cont_Par_5 R,6.62182205282569e-10
Cont_Par_6 L,6.90480061561564e-10
Cont_Par_6 R,5.00281984757593e-10
Cont_Par_7 L,6.24165353620531e-10
Cont_Par_7 R,8.12309089947781e-10
Cont_Par_8 L,4.75552309426863e-10
Cont_Par_8 R,3.57941509359543e-10
Cont_Par_9 L,2.62869016164895e-10
Cont_Par_9 R,3.18558596297646e-10
Cont_Temp_1 L,4.24390363100789e-10
Cont_Temp_1 R,7.83612565917192e-10
Cont_Temp_2 R,1.2407899370581e-09
Cont_pCun_1 L,1.09201741608305e-09
Cont_pCun_1 R,8.28524365113297e-10
Cont_pCun_2 L,2.32411962010564e-10
Cont_pCun_2 R,5.36756401601591e-10
Default_PFC_1 L,8.84016016275781e-11
Default_PFC_10 L,4.88107157509663e-10
Default_PFC_11 L,5.44456478666042e-10
Default_PFC_12 L,6.82947540124006e-10
Default_PFC_13 L,5.98066643837464e-10
Default_PFC_14 L,1.4341289180069e-09
Default_PFC_15 L,2.58658682074989e-10
Default_PFC_16 L,6.06991868821342e-10
Default_PFC_17 L,4.65988244913249e-10
Default_PFC_18 L,7.01825385687691e-10
Default_PFC_19 L,9.99911378220691e-10
Default_PFC_2 L,3.21022729302986e-10
Default_PFC_20 L,7.74641094053755e-10
Default_PFC_21 L,7.29340776381189e-10
Default_PFC_22 L,7.29701930501139e-10
Default_PFC_23 L,8.53719886953418e-10
Default_PFC_24 L,6.95910947333094e-10
Default_PFC_25 L,4.83263853184459e-10
Default_PFC_26 L,3.97814682485063e-10
Default_PFC_27 L,1.62847463583739e-09
Default_PFC_28 L,7.01768125741174e-10
Default_PFC_29 L,5.2040600091294e-10
Default_PFC_3 L,5.4278400663406e-10
Default_PFC_4 L,8.30023475050509e-10
Default_PFC_5 L,6.07718121105753e-10
Default_PFC_6 L,4.74473140109738e-10
Default_PFC_7 L,5.18697166021081e-10
Default_PFC_8 L,7.63576662709369e-10
Default_PFC_9 L,5.61677789726366e-10
Default_PFCdPFCm_1 R,3.75277606520359e-10
Default_PFCdPFCm_10 R,3.42298111788193e-10
Default_PFCdPFCm_11 R,8.42565326658804e-10
Default_PFCdPFCm_12 R,8.30680839674697e-10
Default_PFCdPFCm_13 R,9.2202363465119e-10
Default_PFCdPFCm_14 R,4.650266957337e-10
Default_PFCdPFCm_15 R,8.38583271554052e-10
Default_PFCdPFCm_16 R,6.49954376058247e-10
Default_PFCdPFCm_17 R,6.78006630025616e-10
Default_PFCdPFCm_18 R,1.13051316073894e-09
Default_PFCdPFCm_19 R,6.41903211053131e-10
Default_PFCdPFCm_2 R,4.91105075356783e-10
Default_PFCdPFCm_3 R,8.84872509460588e-11
Default_PFCdPFCm_4 R,4.85832932853866e-10
Default_PFCdPFCm_5 R,3.66048350565051e-10
Default_PFCdPFCm_6 R,8.64235403760263e-10
Default_PFCdPFCm_7 R,5.66874488035341e-10
Default_PFCdPFCm_8 R,1.05767074599583e-09
Default_PFCdPFCm_9 R,1.76589914693815e-10
Default_PFCv_1 R,1.13536804853068e-10
