region,value
Cont_Cing_1 L,5.05610046298105e-13
Cont_Cing_1 R,5.63326933992829e-13
Cont_Cing_2 L,2.76252301470146e-13
Cont_Cing_2 R,3.9825474160048e-13
Cont_Cing_3 L,5.64151328183075e-13
Cont_Cing_3 R,4.24109638413558e-13
Cont_Cing_4 L,3.1922638632318e-13
Cont_Cing_4 R,2.14465793348215e-13
Cont_OFC_1 L,1.65111878542784e-11
Cont_PFCd_1 L,6.86050539468983e-13
Cont_PFCd_2 L,1.77934986760123e-12
Cont_PFCl_1 L,2.73789247422457e-11
Cont_PFCl_1 R,7.60838936818562e-12
Cont_PFCl_10 L,8.55726626915493e-13
Cont_PFCl_10 R,1.52283600210232e-12
Cont_PFCl_11 L,3.43142921378711e-12
Cont_PFCl_11 R,6.21215165213514e-12
Cont_PFCl_12 L,2.08390856822705e-12
Cont_PFCl_12 R,2.9261414142659e-12
Cont_PFCl_13 L,7.6735850875042e-13
Cont_PFCl_13 R,3.84988323469016e-12
Cont_PFCl_14 R,1.00768252426704e-12
Cont_PFCl_15 R,3.46696882615975e-12
Cont_PFCl_16 R,8.10873247003638e-13
Cont_PFCl_17 R,3.21031106521384e-12
Cont_PFCl_18 R,1.36756096933119e-12
Cont_PFCl_19 R,1.06562843238164e-12
Cont_PFCl_2 L,9.20197619032717e-12
Cont_PFCl_2 R,1.53953136492661e-11
Cont_PFCl_20 R,2.03527370425264e-12
Cont_PFCl_21 R,2.39901226991185e-12
Cont_PFCl_22 R,1.13655398723301e-12
Cont_PFCl_23 R,5.42874227546294e-13
Cont_PFCl_24 R,8.80671340191437e-13
Cont_PFCl_25 R,1.29162191608079e-12
Cont_PFCl_3 L,7.38134315381923e-12
Cont_PFCl_3 R,2.37591124379052e-11
Cont_PFCl_4 L,4.27466467733793e-12
Cont_PFCl_4 R,9.31502678292408e-12
Cont_PFCl_5 L,7.99393874025786e-12
Cont_PFCl_5 R,1.00577378342699e-11
Cont_PFCl_6 L,1.86700645665097e-12
Cont_PFCl_6 R,8.8462823741143e-12
Cont_PFCl_7 L,2.33774507132383e-12
Cont_PFCl_7 R,8.39523919512911e-12
Cont_PFCl_8 L,6.87666491791306e-12
Cont_PFCl_8 R,1.08028218042969e-11
Cont_PFCl_9 L,3.33099092697346e-12
Cont_PFCl_9 R,4.6021811139625e-12
Cont_PFCmp_1 L,1.58297691631271e-12
Cont_PFCmp_1 R,1.40581798653201e-12
Cont_PFCmp_2 L,4.00203171364699e-13
Cont_PFCmp_2 R,1.32082047830064e-12
Cont_PFCmp_3 R,1.18134306351996e-12
Cont_PFCv_1 L,3.10383388938381e-13
Cont_PFCv_1 R,1.02361014593969e-12
Cont_PFCv_2 L,9.65343096384008e-13
Cont_Par_1 L,1.13775842264162e-12
Cont_Par_1 R,2.27268393504083e-12
Cont_Par_2 L,3.46658201290028e-12
Cont_Par_2 R,3.60759573816679e-12
Cont_Par_3 L,2.80492452562202e-12
Cont_Par_3 R,1.98738756707562e-12
Cont_Par_4 L,1.56227754729753e-12
Cont_Par_4 R,1.96238685692318e-12
Cont_Par_5 L,1.3198520477591e-12
Cont_Par_5 R,2.09939017563608e-12
Cont_Par_6 L,7.96718014056088e-13
Cont_Par_6 R,1.1507218322807e-12
Cont_Par_7 L,2.45527031875234e-12
Cont_Par_7 R,1.91133918380617e-12
Cont_Par_8 L,1.47289966951676e-12
Cont_Par_8 R,6.02008245964034e-13
Cont_Par_9 L,6.7252680876967e-13
Cont_Par_9 R,7.13541954378832e-13
Cont_Temp_1 L,2.20607010437103e-12
Cont_Temp_1 R,4.66551576418441e-12
Cont_Temp_2 R,3.83829685669382e-12
Cont_pCun_1 L,2.92701293393945e-12
Cont_pCun_1 R,2.08103817554814e-12
Cont_pCun_2 L,1.16130127885497e-12
Cont_pCun_2 R,1.21413759863902e-12
Default_PFC_1 L,3.35356015474974e-13
Default_PFC_10 L,3.52157344434388e-12
Default_PFC_11 L,4.18666416476622e-12
Default_PFC_12 L,5.92107831976442e-12
Default_PFC_13 L,4.35169914549181e-12
Default_PFC_14 L,4.61408655643016e-12
Default_PFC_15 L,1.26080822965675e-12
Default_PFC_16 L,3.6110379339289e-12
Default_PFC_17 L,9.66641167041285e-13
Default_PFC_18 L,2.07409594222305e-12
Default_PFC_19 L,2.70145965129635e-12
Default_PFC_2 L,3.76118926222497e-12
Default_PFC_20 L,1.5358186142873e-12
Default_PFC_21 L,3.4750098597897e-12
Default_PFC_22 L,1.64837651118634e-12
Default_PFC_23 L,4.89248458095039e-12
Default_PFC_24 L,2.49491486723817e-12
Default_PFC_25 L,1.77723073976068e-12
Default_PFC_26 L,1.44794374408644e-12
Default_PFC_27 L,2.23017733620676e-12
Default_PFC_28 L,2.87865069480915e-12
Default_PFC_29 L,1.77692084741908e-12
Default_PFC_3 L,5.066086473596e-12
Default_PFC_4 L,7.06752828474525e-12
Default_PFC_5 L,1.06858014977799e-11
Default_PFC_6 L,7.10114818058416e-12
Default_PFC_7 L,1.21063762317774e-11
Default_PFC_8 L,8.63862930194989e-12
Default_PFC_9 L,7.0853194543199e-12
Default_PFCdPFCm_1 R,7.14910716870459e-12
