region,value
Cont_Cing_1 L,1.71347732019162e-10
Cont_Cing_1 R,1.79687432777274e-10
Cont_Cing_2 L,1.28650718925213e-10
Cont_Cing_2 R,1.66188415842645e-10
Cont_Cing_3 L,2.34362312702819e-10
Cont_Cing_3 R,1.78163259734475e-10
Cont_Cing_4 L,1.3938976330208e-10
Cont_Cing_4 R,7.96498096244044e-11
Cont_OFC_1 L,1.83758025833519e-09
Cont_PFCd_1 L,2.60407199651113e-10
Cont_PFCd_2 L,7.42324598981558e-10
Cont_PFCl_1 L,2.94311670433602e-09
Cont_PFCl_1 R,1.11181793023699e-09
Cont_PFCl_10 L,3.20510280610984e-10
Cont_PFCl_10 R,4.77705840878702e-10
Cont_PFCl_11 L,1.02695860186289e-09
Cont_PFCl_11 R,1.26343389809998e-09
Cont_PFCl_12 L,6.38651906438363e-10
Cont_PFCl_12 R,5.60201178305022e-10
Cont_PFCl_13 L,2.83115973520345e-10
Cont_PFCl_13 R,8.9132928514199e-10
Cont_PFCl_14 R,3.54033146886011e-10
Cont_PFCl_15 R,9.95370706243616e-10
Cont_PFCl_16 R,3.22513672725884e-10
Cont_PFCl_17 R,1.05863960379589e-09
Cont_PFCl_18 R,4.65781693007595e-10
Cont_PFCl_19 R,3.84109812543008e-10
Cont_PFCl_2 L,8.44264229822246e-10
Cont_PFCl_2 R,1.83715074418496e-09
Cont_PFCl_20 R,7.05173878008236e-10
Cont_PFCl_21 R,7.59834530137164e-10
Cont_PFCl_22 R,4.8281165171062e-10
Cont_PFCl_23 R,2.15668431075533e-10
Cont_PFCl_24 R,3.70540259411193e-10
Cont_PFCl_25 R,4.85558053211629e-10
Cont_PFCl_3 L,1.00589619092457e-09
Cont_PFCl_3 R,2.70867333592488e-09
Cont_PFCl_4 L,9.17701697819615e-10
Cont_PFCl_4 R,1.05289905271611e-09
Cont_PFCl_5 L,1.5931761955593e-09
Cont_PFCl_5 R,1.30197427232572e-09
Cont_PFCl_6 L,5.83272784185326e-10
Cont_PFCl_6 R,1.33134427437423e-09
Cont_PFCl_7 L,6.94765066991118e-10
Cont_PFCl_7 R,9.380558784945e-10
Cont_PFCl_8 L,1.46392551699871e-09
Cont_PFCl_8 R,1.62074323793442e-09
Cont_PFCl_9 L,9.0196992664685e-10
Cont_PFCl_9 R,1.01321616179761e-09
Cont_PFCmp_1 L,7.21301694298304e-10
Cont_PFCmp_1 R,5.98177358626738e-10
Cont_PFCmp_2 L,1.88259028109174e-10
Cont_PFCmp_2 R,4.99531038466994e-10
Cont_PFCmp_3 R,5.38861321583868e-10
Cont_PFCv_1 L,1.5187850491759e-10
Cont_PFCv_1 R,3.79990007586366e-10
Cont_PFCv_2 L,3.56307870224769e-10
Cont_Par_1 L,3.70036009436938e-10
Cont_Par_1 R,7.20869143361367e-10
Cont_Par_2 L,8.495440437605e-10
Cont_Par_2 R,9.61532533282217e-10
Cont_Par_3 L,6.96847105962712e-10
Cont_Par_3 R,5.65633539300097e-10
Cont_Par_4 L,3.70825553938058e-10
Cont_Par_4 R,5.59075777210263e-10
Cont_Par_5 L,4.2162585535606e-10
Cont_Par_5 R,6.35018974279365e-10
Cont_Par_6 L,2.78917528644356e-10
Cont_Par_6 R,3.02559111471271e-10
Cont_Par_7 L,7.3340873725297e-10
Cont_Par_7 R,5.53125362221131e-10
Cont_Par_8 L,4.19606877291406e-10
Cont_Par_8 R,2.10890494731066e-10
Cont_Par_9 L,2.36432246012504e-10
Cont_Par_9 R,2.57729335161027e-10
Cont_Temp_1 L,8.61418539446477e-10
Cont_Temp_1 R,1.33434948660805e-09
Cont_Temp_2 R,1.43095929875964e-09
Cont_pCun_1 L,6.89306314469061e-10
Cont_pCun_1 R,6.82065495129338e-10
Cont_pCun_2 L,2.96748794665684e-10
Cont_pCun_2 R,3.63717158680614e-10
Default_PFC_1 L,1.22490914611258e-10
Default_PFC_10 L,7.8632185657606e-10
Default_PFC_11 L,1.04845327943663e-09
Default_PFC_12 L,1.21626673761826e-09
Default_PFC_13 L,7.83208757326283e-10
Default_PFC_14 L,1.45901870517396e-09
Default_PFC_15 L,3.72869387764035e-10
Default_PFC_16 L,8.19036158874658e-10
Default_PFC_17 L,4.09530070567627e-10
Default_PFC_18 L,6.15246613251561e-10
Default_PFC_19 L,1.03472797449004e-09
Default_PFC_2 L,8.17011003462971e-10
Default_PFC_20 L,5.35463622531719e-10
Default_PFC_21 L,1.16163792237409e-09
Default_PFC_22 L,5.8889603768883e-10
Default_PFC_23 L,1.52394085040882e-09
Default_PFC_24 L,7.57313785982845e-10
Default_PFC_25 L,6.58026707605253e-10
Default_PFC_26 L,5.23932066396692e-10
Default_PFC_27 L,9.12306903227022e-10
Default_PFC_28 L,9.86664476925704e-10
Default_PFC_29 L,6.90953521550934e-10
Default_PFC_3 L,1.2464225137904e-09
Default_PFC_4 L,1.29521111447425e-09
Default_PFC_5 L,1.4021558226749e-09
Default_PFC_6 L,1.02279957137906e-09
Default_PFC_7 L,1.47789928595166e-09
Default_PFC_8 L,1.20638720962288e-09
Default_PFC_9 L,1.20832085774324e-09
Default_PFCdPFCm_1 R,8.81687585336468e-10
Default_PFCdPFCm_10 R,4.66151495796483e-10
Default_PFCdPFCm_11 R,7.36728462220285e-10
Default_PFCdPFCm_12 R,7.52099429850739e-10
Default_PFCdPFCm_13 R,5.58594061665974e-10
Default_PFCdPFCm_14 R,5.34421553214265e-10
Default_PFCdPFCm_15 R,6.48419496019657e-10
Default_PFCdPFCm_16 R,4.91567629435728e-10
Default_PFCdPFCm_17 R,6.85294161092676e-10
Default_PFCdPFCm_18 R,8.98895214046274e-10
Default_PFCdPFCm_19 R,5.38683703459256e-10
Default_PFCdPFCm_2 R,8.93040688983523e-10
Default_PFCdPFCm_3 R,2.29777502980465e-10
Default_PFCdPFCm_4 R,7.66917440538006e-10
Default_PFCdPFCm_5 R,4.62409368776215e-10
Default_PFCdPFCm_6 R,9.46768784611817e-10
Default_PFCdPFCm_7 R,4.43056892083269e-10
Default_PFCdPFCm_8 R,1.03233995973872e-09
Default_PFCdPFCm_9 R,2.43930637457062e-10
Default_PFCv_1 R,4.03989386986787e-10
Default_PFCv_2 R,1.13782378017118e-09
Default_PFCv_3 R,7.2484524174692e-10
Default_PFCv_4 R,1.20414035950569e-09
Default_PFCv_5 R,9.55887925140255e-10
Default_PFCv_6 R,1.00314019883504e-09
Default_PHC_1 L,1.99097539496123e-10
Default_Par_1 L,1.60263853499991e-10
Default_Par_1 R,2.09012150789324e-10
Default_Par_10 L,5.7914392282464e-10
Default_Par_11 L,6.53781551450631e-10
Default_Par_12 L,7.57868676211448e-10
Default_Par_13 L,6.28064198614271e-10
Default_Par_2 L,2.20424389390479e-10
Default_Par_2 R,2.88802040399595e-10
Default_Par_3 L,4.91663196428115e-10
Default_Par_3 R,4.6961287641493e-10
Default_Par_4 L,4.3051938451439e-10
Default_Par_4 R,3.83124384314922e-10
Default_Par_5 L,2.54100620988394e-10
Default_Par_5 R,6.33705363369907e-10
Default_Par_6 L,4.65286723619743e-10
Default_Par_6 R,4.24783933217014e-10
Default_Par_7 L,7.65610722122257e-10
Default_Par_7 R,6.57493679909187e-10
Default_Par_8 L,5.87523393036828e-10
Default_Par_8 R,8.21755624026122e-10
Default_Par_9 L,5.90424396197014e-10
Default_Temp_1 L,1.63247696113201e-09
Default_Temp_1 R,2.16976331652497e-09
Default_Temp_10 L,3.23623365251836e-10
Default_Temp_10 R,5.3110207733664e-10
Default_Temp_11 L,5.97738310942332e-10
Default_Temp_11 R,3.73402050924188e-10
Default_Temp_12 L,4.15222052605966e-10
Default_Temp_2 L,1.79887793020494e-09
Default_Temp_2 R,2.02564841510347e-09
Default_Temp_3 L,1.11160791446458e-09
Default_Temp_3 R,7.97312639770649e-10
Default_Temp_4 L,1.20251262322e-09
Default_Temp_4 R,1.24911836130497e-09
Default_Temp_5 L,1.59515076077205e-09
Default_Temp_5 R,9.84535824887818e-10
Default_Temp_6 L,7.91809518289883e-10
Default_Temp_6 R,1.35817649215497e-09
Default_Temp_7 L,1.23995742370422e-09
Default_Temp_7 R,8.66559132794135e-10
Default_Temp_8 L,3.52231598246545e-10
Default_Temp_8 R,3.04417455784542e-10
Default_Temp_9 L,8.25497836939616e-10
Default_Temp_9 R,3.16494934339729e-10
Default_pCunPCC_1 L,2.30063020660987e-10
Default_pCunPCC_1 R,1.94850595874855e-10
Default_pCunPCC_10 L,3.90725160811516e-10
Default_pCunPCC_10 R,3.50389936177054e-10
Default_pCunPCC_11 L,1.85949162700066e-10
Default_pCunPCC_11 R,2.47503654133441e-10
Default_pCunPCC_12 L,2.01258116764966e-10
Default_pCunPCC_12 R,2.54069588789712e-10
Default_pCunPCC_13 L,2.75144527094982e-10
Default_pCunPCC_13 R,2.71713495842028e-10
Default_pCunPCC_14 L,2.29341994184146e-10
Default_pCunPCC_14 R,3.41087277861728e-10
Default_pCunPCC_15 L,3.86668747975565e-10
Default_pCunPCC_16 L,2.85836159513261e-10
Default_pCunPCC_17 L,2.81541888691285e-10
Default_pCunPCC_2 L,6.97950785090122e-11
Default_pCunPCC_2 R,5.85004105547398e-11
Default_pCunPCC_3 L,2.82839411771181e-10
Default_pCunPCC_3 R,4.36678284622714e-10
Default_pCunPCC_4 L,2.82814605775892e-10
Default_pCunPCC_4 R,2.75618095879345e-10
Default_pCunPCC_5 L,1.53222091285158e-10
Default_pCunPCC_5 R,1.25249938448785e-10
Default_pCunPCC_6 L,1.68038386569719e-10
Default_pCunPCC_6 R,3.28163910218448e-10
Default_pCunPCC_7 L,3.02832493913609e-10
Default_pCunPCC_7 R,1.52588568665444e-10
Default_pCunPCC_8 L,2.85854901486325e-10
Default_pCunPCC_8 R,2.72671537451398e-10
Default_pCunPCC_9 L,3.70911710717534e-10
Default_pCunPCC_9 R,1.89616957782076e-10
DorsAttn_FEF_1 L,7.98723334694006e-10
DorsAttn_FEF_1 R,7.75777771342335e-10
DorsAttn_FEF_2 L,4.14963002315459e-10
DorsAttn_FEF_2 R,2.36248540885529e-10
DorsAttn_FEF_3 L,2.46107958477805e-10
DorsAttn_FEF_3 R,5.18075597441859e-10
DorsAttn_FEF_4 L,6.3859390395631e-10
DorsAttn_FEF_4 R,3.1510534423926e-10
DorsAttn_Post_1 L,5.96058716088924e-10
DorsAttn_Post_1 R,3.47167148456081e-10
DorsAttn_Post_10 L,1.82955484223897e-10
DorsAttn_Post_10 R,4.02436650497183e-10
DorsAttn_Post_11 L,3.36060622292706e-10
DorsAttn_Post_11 R,4.27349116614241e-10
DorsAttn_Post_12 L,6.57932009424235e-10
DorsAttn_Post_12 R,2.9761349858936e-10
