region,value
Cont_Cing_4 L,1.4952798009490372e-14
Cont_Cing_3 R,1.9946853466091774e-14
Cont_Par_1 L,3.006958120028539e-14
DorsAttn_Post_9 R,1.1708625996593532e-13
Cont_Par_2 L,2.2693733295127545e-12
Cont_Par_4 R,1.0630777231615013e-13
Cont_Par_7 L,1.2857715202721171e-13
DorsAttn_Post_11 R,2.974222789542141e-13
Cont_Par_8 L,4.1116558468380174e-14
DorsAttn_Post_12 R,3.475671428242899e-14
Cont_Par_9 L,2.6050880970701705e-14
Cont_Par_7 R,1.6259451784844965e-12
DorsAttn_Post_16 L,1.4533378547084674e-14
Cont_Par_8 R,4.2087116424865775e-14
DorsAttn_Post_13 R,2.2332836189241722e-13
Cont_Par_9 R,2.6898236381434486e-14
Cont_PFCd_1 L,1.8597359959671262e-13
DorsAttn_FEF_2 R,6.909968250702349e-13
Cont_PFCd_2 L,1.4830020270801502e-13
Cont_PFCl_23 R,1.2005377817647618e-13
Cont_PFCl_6 L,9.598709200316709e-13
Cont_PFCl_9 R,3.623198942641132e-12
Cont_PFCl_7 L,2.68417917673184e-13
Cont_PFCl_10 R,4.527875672123797e-12
DorsAttn_PrCv_1 L,8.906381768691956e-14
Cont_PFCl_11 R,2.3888860124651773e-12
Cont_PFCl_9 L,1.5044422161733319e-12
Cont_PFCl_14 R,1.3639582680601883e-13
Cont_PFCl_10 L,5.684370261731017e-14
Cont_PFCl_15 R,4.077998989942691e-12
DorsAttn_PrCv_3 L,1.205293906451559e-12
DorsAttn_PrCv_1 R,1.7857425978619596e-13
Cont_PFCl_16 R,8.583610250446429e-14
Cont_PFCl_3 L,5.458039684608897e-12
Cont_PFCl_5 L,9.541494996830964e-13
DorsAttn_Post_2 L,1.0077126561355761e-12
DorsAttn_Post_5 L,2.2564304612847067e-12
Default_Par_12 L,4.553177506752699e-12
Cont_Par_1 R,6.953010446404883e-12
Cont_Par_3 L,2.661212263628507e-12
Cont_Par_3 R,3.1419754318783684e-12
Cont_Par_4 L,6.898160329006251e-13
Default_Par_8 R,3.1704947895176e-12
Cont_Par_5 L,9.604042327408939e-14
Cont_Par_5 R,2.0598187305704407e-12
Cont_Par_6 L,3.8357423214897036e-14
Cont_Par_6 R,1.269210553546556e-13
Default_PFC_26 L,1.8799521310412336e-13
Cont_PFCl_12 L,1.7683160699212349e-12
Cont_PFCl_13 L,5.758000964510865e-14
Cont_PFCl_17 R,3.988438476085521e-12
Cont_PFCl_18 R,2.0507129095261515e-12
Cont_PFCl_19 R,3.434741005113691e-13
Cont_PFCl_20 R,1.8430727020652193e-12
Cont_PFCl_21 R,3.524278908730254e-12
Cont_PFCl_22 R,7.797780275601982e-13
Default_PFCdPFCm_18 R,1.8703021228682027e-12
Cont_PFCl_1 L,2.664803594176297e-11
Default_PFCv_2 R,1.240050203292135e-12
Default_PFC_8 L,1.013645294783985e-11
Cont_PFCl_2 R,8.714619975572687e-12
Cont_PFCl_4 L,5.675077310300939e-13
Cont_PFCl_3 R,2.3433791124848804e-11
Cont_PFCl_4 R,1.878562999003252e-12
Cont_PFCl_5 R,8.304040084190385e-12
Cont_PFCl_8 R,2.781741376895654e-12
Cont_PFCmp_1 L,8.736292269801478e-14
Cont_PFCmp_2 R,3.0478633272714445e-13
Default_Temp_4 L,7.632837271879877e-12
Cont_Temp_1 R,4.010269074619115e-12
Cont_Temp_1 L,2.2820921594864547e-12
Default_Temp_5 R,9.88418611936172e-12
Cont_Temp_2 R,8.540411412933979e-12
Cont_Cing_1 L,2.5397144190925106e-14
Cont_Cing_1 R,1.0657188050339706e-14
Cont_Cing_3 L,1.8376265652079975e-14
Cont_Cing_2 R,2.4142474165945813e-14
Cont_Cing_4 R,3.814403291339867e-15
Default_pCunPCC_9 L,1.8524500442825568e-14
Vis_39 R,4.5444498810496234e-14
Cont_pCun_1 L,5.448942020329563e-13
Cont_pCun_1 R,1.9215557643106477e-13
Default_pCunPCC_15 L,7.047149783817297e-14
Default_pCunPCC_13 R,3.533516006780933e-14
DorsAttn_Post_21 L,1.174449956890536e-13
Default_pCunPCC_14 R,4.376437996241374e-14
Cont_pCun_2 L,3.295989159017835e-14
Cont_pCun_2 R,1.2338884645566934e-13
SalVentAttn_Med_10 L,1.901462405580295e-14
DorsAttn_Post_24 R,2.989958371823483e-14
Default_Par_5 L,7.091374577918065e-14
Default_Par_2 R,3.262483911208632e-14
Default_Par_9 L,2.1180679606190177e-12
Default_Par_4 R,2.108247997105114e-13
Default_Par_11 L,5.666174206139042e-12
Default_Par_5 R,1.1764989851417678e-12
Default_Par_13 L,2.4477668760129117e-12
Default_Par_7 R,3.187623565225443e-12
Default_PFC_20 L,5.157739059720241e-13
Default_PFCdPFCm_13 R,1.7712841433728425e-13
Default_PFC_22 L,1.135291540524658e-12
Default_PFCdPFCm_15 R,1.2160441668940148e-12
Default_PFC_27 L,9.66261043841388e-13
Default_PFCdPFCm_16 R,8.577877714068331e-14
Default_PFC_4 L,1.9757450741408295e-12
Default_PFCdPFCm_2 R,2.883446372693846e-13
Default_PFC_6 L,6.214380464607769e-13
Default_PFCdPFCm_3 R,1.8411215899021664e-14
Default_PFC_10 L,8.312630247539905e-12
Default_PFCdPFCm_4 R,2.1212768874539521e-13
Default_PFC_11 L,2.670378125677947e-13
Default_PFCdPFCm_5 R,7.672189855652752e-13
Default_PFC_13 L,1.8176354891273238e-13
Default_PFCdPFCm_6 R,5.485631359304162e-13
Default_PFC_14 L,8.788667353981119e-13
Default_PFCdPFCm_7 R,7.274523072876181e-14
Default_PFC_15 L,1.4507849586499477e-13
Default_PFCdPFCm_8 R,4.339073009005653e-12
Default_PFC_17 L,4.951035080894409e-14
Default_PFCdPFCm_9 R,3.011814825331496e-14
Default_Temp_4 R,1.6147045523902813e-11
Default_pCunPCC_2 L,2.77945359671163e-14
Default_pCunPCC_2 R,1.0392094577105829e-14
Default_pCunPCC_14 L,1.3108558464188411e-14
Default_pCunPCC_12 R,1.3210617348905519e-14
Default_pCunPCC_16 L,1.3465816501868519e-14
Default_pCunPCC_17 L,1.654669110882371e-14
Default_pCunPCC_4 L,6.386419968205224e-14
