1.185e-11,6.1513e-11,5.3899e-11
9.0748e-12,5.6875e-11,5.1564e-11
1.1494e-11,5.5134e-11,5.4412e-11
1.2026e-11,5.2794e-11,6.0851e-11
9.3132e-12,5.8623e-11,5.2443e-11
6.2854e-12,5.052e-11,4.7403e-11
6.3569e-12,5.5046e-11,5.0231e-11
7.1887e-12,5.1932e-11,4.7993e-11
3.6284e-11,6.4654e-11,6.4322e-11
3.2787e-11,5.9111e-11,6.155e-11
1.4286e-11,5.771e-11,5.7908e-11
1.2501e-11,5.8152e-11,5.9179e-11
3.0088e-11,5.5961e-11,5.8453e-11
7.3693e-12,4.7354e-11,4.5599e-11
8.725e-12,5.6818e-11,5.4609e-11
7.0951e-12,5.251e-11,4.9099e-11
6.0569e-12,4.9031e-11,4.663e-11
6.4175e-12,5.291e-11,4.9432e-11
2.5051e-11,5.9294e-11,5.961e-11
1.9031e-11,5.4621e-11,5.1413e-11
6.921e-12,4.8503e-11,4.5421e-11
6.1889e-12,4.5265e-11,4.4186e-11
5.3233e-11,5.0907e-11,6.5099e-11
2.0895e-11,5.3855e-11,5.0692e-11
2.2341e-11,5.6704e-11,5.7922e-11
1.3706e-11,5.5981e-11,5.7457e-11
9.5609e-12,4.863e-11,4.6968e-11
9.2097e-12,5.3918e-11,5.0552e-11
5.7764e-11,5.2611e-11,6.9601e-11
5.8805e-11,5.5797e-11,6.9848e-11
4.1009e-11,5.4319e-11,6.1935e-11
2.0291e-11,5.4767e-11,5.0994e-11
1.5027e-11,5.5985e-11,5.6932e-11
1.2306e-11,5.4769e-11,4.9265e-11
8.2573e-12,5.7981e-11,5.5151e-11
7.3659e-12,4.1025e-11,4.1645e-11
5.0654e-12,5.3157e-11,5.1735e-11
4.4189e-11,6.1248e-11,6.485e-11
3.75e-11,4.7636e-11,5.3284e-11
2.8677e-11,4.912e-11,5.4372e-11
2.1241e-11,5.0768e-11,4.8346e-11
1.473e-11,4.7761e-11,4.6945e-11
1.1745e-11,5.3384e-11,5.5721e-11
1.3476e-11,5.4331e-11,4.7022e-11
3.7992e-11,6.1988e-11,6.1715e-11
1.4704e-11,4.5595e-11,4.5649e-11
1.1736e-11,4.4495e-11,4.1533e-11
7.0658e-12,5.3958e-11,5.2534e-11
9.4201e-12,4.5039e-11,4.2867e-11
4.8551e-12,5.3064e-11,5.1698e-11
5.826e-12,4.7854e-11,4.7508e-11
4.0149e-11,4.4687e-11,5.4489e-11
4.0616e-11,5.5453e-11,5.8025e-11
3.7111e-11,4.7552e-11,5.11e-11
1.1708e-11,4.2406e-11,4.3932e-11
8.172e-12,4.4251e-11,4.1519e-11
3.3353e-11,3.9259e-11,4.9109e-11
3.0883e-11,5.7039e-11,6.0802e-11
2.0783e-11,4.6491e-11,4.5813e-11
1.3987e-11,4.2858e-11,4.3718e-11
1.1182e-11,5.741e-11,5.7704e-11
7.9183e-12,5.1654e-11,5.1686e-11
5.9366e-12,5.2984e-11,5.1724e-11
5.3608e-11,5.4869e-11,6.0857e-11
2.2892e-11,4.6046e-11,4.5623e-11
2.5003e-11,5.1049e-11,4.7354e-11
2.0325e-11,5.4492e-11,6.2406e-11
2.0567e-11,3.6461e-11,3.8315e-11
1.2411e-11,5.6941e-11,5.9119e-11
1.1959e-11,5.5721e-11,5.4629e-11
9.2349e-12,4.1033e-11,4.0758e-11
4.4496e-11,5.9214e-11,6.0118e-11
2.6722e-11,3.4722e-11,4.2111e-11
3.3681e-11,5.8242e-11,6.2475e-11
3.0804e-11,5.6941e-11,6.1147e-11
2.3814e-11,4.4048e-11,4.493e-11
1.286e-11,3.423e-11,3.7289e-11
9.9861e-12,3.6968e-11,3.8825e-11
4.161e-12,5.5449e-11,4.883e-11
6.3432e-11,4.7681e-11,6.5203e-11
5.1828e-11,4.6738e-11,5.8403e-11
3.3316e-11,3.6874e-11,4.7601e-11
3.776e-11,5.5289e-11,5.881e-11
2.1648e-11,5.702e-11,6.8914e-11
2.3001e-11,4.5423e-11,5.1516e-11
1.8258e-11,4.8291e-11,5.8469e-11
1.7749e-11,4.1513e-11,4.2023e-11
8.6943e-12,5.1955e-11,5.588e-11
5.3022e-11,4.7376e-11,5.8813e-11
2.8984e-11,2.9053e-11,4.0146e-11
2.7278e-11,3.6429e-11,4.0359e-11
1.3164e-11,3.4532e-11,3.6822e-11
7.0647e-12,4.2173e-11,4.0438e-11
6.4161e-12,5.8734e-11,5.5539e-11
5.7118e-12,4.9476e-11,4.6535e-11
6.1329e-11,4.3052e-11,6.2405e-11
4.2422e-11,3.7874e-11,4.9679e-11
2.5175e-11,4.4556e-11,4.3313e-11
1.7845e-11,3.5593e-11,3.9485e-11
7.8986e-12,3.121e-11,3.5212e-11
9.1656e-12,3.4062e-11,3.7707e-11
3.7938e-12,4.1343e-11,4.0257e-11
5.5064e-11,5.0229e-11,6.3297e-11
3.4825e-11,3.8689e-11,4.8029e-11
3.3863e-11,5.6177e-11,6.4297e-11
3.0942e-11,4.5697e-11,5.2802e-11
2.4797e-11,2.7487e-11,3.7026e-11
2.1702e-11,5.4781e-11,6.9054e-11
1.4277e-11,3.0456e-11,3.3588e-11
9.7817e-12,4.4471e-11,4.9603e-11
6.84e-12,3.2935e-11,3.5834e-11
9.5103e-12,4.8119e-11,4.323e-11
6.9945e-12,4.7607e-11,4.3459e-11
