1.7046e-11,8.51e-11,7.3632e-11
2.9894e-11,1.0011e-10,9.1774e-11
2.7763e-11,9.8171e-11,8.6797e-11
1.8166e-11,9.0124e-11,6.8046e-11
1.8265e-11,7.9309e-11,7.3253e-11
2.2563e-11,9.061e-11,7.6517e-11
1.2298e-11,7.6301e-11,7.0305e-11
1.2998e-11,8.8537e-11,7.1608e-11
1.9517e-11,8.442e-11,6.5053e-11
2.2958e-11,9.0207e-11,7.8155e-11
2.0505e-11,8.2927e-11,6.9862e-11
2.7965e-11,8.4161e-11,7.8229e-11
2.9854e-11,9.5591e-11,6.1685e-11
1.4434e-11,8.2758e-11,5.6339e-11
1.6569e-11,9.0892e-11,8.3968e-11
2.3047e-11,8.533e-11,7.1561e-11
2.0743e-11,8.0122e-11,6.474e-11
2.659e-11,8.4588e-11,6.2351e-11
3.0423e-11,8.5639e-11,6.0693e-11
2.308e-11,8.439e-11,8.6432e-11
1.7723e-11,7.4909e-11,7.1846e-11
2.419e-11,8.7165e-11,5.9528e-11
1.4472e-11,7.9635e-11,7.7454e-11
1.7069e-11,8.7867e-11,9.1048e-11
1.1202e-11,8.0828e-11,6.8869e-11
1.2677e-11,8.026e-11,7.4745e-11
1.535e-11,7.3292e-11,5.602e-11
3.678e-11,8.0382e-11,7.216e-11
3.3472e-11,8.3518e-11,6.8996e-11
2.4493e-11,7.595e-11,7.7199e-11
2.0198e-11,7.3408e-11,7.3572e-11
3.0191e-11,1.0077e-10,1.0206e-10
1.1623e-11,7.2308e-11,6.353e-11
2.5273e-11,8.5793e-11,9.3741e-11
1.9938e-11,8.2983e-11,5.8358e-11
2.3266e-11,8.9443e-11,6.5149e-11
5.5407e-11,9.0459e-11,8.6969e-11
4.0493e-11,7.9447e-11,8.4064e-11
4.0381e-11,9.3225e-11,8.7917e-11
1.5058e-11,7.8207e-11,8.2823e-11
1.169e-11,7.2912e-11,4.8712e-11
1.8412e-11,7.086e-11,6.1405e-11
1.6281e-11,6.795e-11,5.1472e-11
2.1384e-11,7.4219e-11,5.1601e-11
2.5585e-11,8.2364e-11,7.3068e-11
2.4526e-11,7.9716e-11,5.2114e-11
2.1074e-11,8.2448e-11,5.401e-11
6.0983e-11,7.5385e-11,7.665e-11
3.6939e-11,7.3161e-11,7.5199e-11
2.4819e-11,7.8176e-11,5.5487e-11
1.6132e-11,6.9628e-11,7.4429e-11
1.6125e-11,7.7842e-11,8.3932e-11
2.47e-11,8.9838e-11,9.1599e-11
1.978e-11,6.1813e-11,5.7446e-11
1.3479e-11,6.188e-11,5.1844e-11
