"region","mean_p_excl","sub11_p","excess","ratio","is_frontal"
"SalVentAttn_TempOccPar_1 R",4.70481894402113e-12,7.93008967935009e-12,3.22527073532896e-12,1.68552494234186,FALSE
"Default_PFCdPFCm_16 R",4.48622854435401e-12,7.68225813746458e-12,3.19602959311057e-12,1.71240900045827,TRUE
"SomMot_22 L",5.81512554583866e-12,8.86860422887682e-12,3.05347868303816e-12,1.52509247805032,FALSE
"DorsAttn_PrCv_1 R",2.05465028610744e-12,5.06873351183486e-12,3.01408322572742e-12,2.46695680822532,FALSE
"SalVentAttn_Med_2 L",2.54413780431063e-12,5.50330162936162e-12,2.95916382505099e-12,2.16313032259383,FALSE
"Cont_PFCmp_1 L",5.10828968684317e-12,8.0506860586083e-12,2.94239637176513e-12,1.5760042112223,TRUE
"SomMot_13 R",1.52910170495244e-12,4.44962989303205e-12,2.92052818807961e-12,2.90996333247202,FALSE
"DorsAttn_Post_9 R",1.75542764901754e-12,4.63587377349441e-12,2.88044612447687e-12,2.6408800021402,FALSE
"Default_Par_1 R",1.29903658881593e-12,4.17489747501509e-12,2.87586088619916e-12,3.21384132745676,FALSE
"DorsAttn_PrCv_3 L",8.15210398805801e-12,1.10267508568405e-11,2.87464686878249e-12,1.35262637387766,FALSE
"Default_Par_8 L",8.15497121198694e-12,1.09539122816011e-11,2.79894106961416e-12,1.34321900063853,FALSE
"SomMot_22 R",6.38948447548074e-12,9.18586074108008e-12,2.79637626559934e-12,1.4376528773691,FALSE
"SomMot_7 L",6.12889467287442e-13,3.40508875963785e-12,2.79219929235041e-12,5.55579585126217,FALSE
"Vis_11 R",1.03285923503018e-11,1.30693428718583e-11,2.74075052155654e-12,1.26535566789762,FALSE
"Vis_18 R",5.16189952124264e-12,7.88676531381414e-12,2.7248657925715e-12,1.52788044039949,FALSE
"Vis_35 R",2.75129630730685e-12,5.31231365846875e-12,2.5610173511619e-12,1.9308402531419,FALSE
"SomMot_9 L",6.87498373654437e-13,3.24256828658284e-12,2.5550699129284e-12,4.71647411956305,FALSE
"Cont_PFCl_22 R",5.54571047867823e-12,8.08251647928102e-12,2.53680600060279e-12,1.45743570825706,TRUE
"DorsAttn_Post_5 R",3.62052551521084e-12,6.10526354491021e-12,2.48473802969937e-12,1.6862920919243,FALSE
"Default_Par_7 L",1.52041204969783e-11,1.76838992605394e-11,2.4797787635611e-12,1.163099125928,FALSE
"DorsAttn_Post_16 L",2.99669095808449e-12,5.42983142127202e-12,2.43314046318753e-12,1.81194240487942,FALSE
"Cont_PFCl_20 R",1.09291996924166e-11,1.33176080910028e-11,2.38840839858618e-12,1.21853461056654,TRUE
"SalVentAttn_FrOperIns_6 R",1.92994495200434e-12,4.30189212259194e-12,2.3719471705876e-12,2.22902322583047,TRUE
"SomMot_29 L",1.54542417583352e-11,1.78119911992016e-11,2.35774944086636e-12,1.15256325594847,FALSE
"DorsAttn_Post_27 R",4.40582256682052e-12,6.700652603545e-12,2.29483003672448e-12,1.52086301750017,FALSE
"Default_Par_2 R",2.61420241754498e-12,4.89954265044713e-12,2.28534023290215e-12,1.87420171351855,FALSE
"Cont_PFCl_13 L",2.79832040228246e-12,5.07091810029708e-12,2.27259769801462e-12,1.81212919584225,TRUE
"SomMot_8 L",1.01494162849933e-12,3.19929461226492e-12,2.18435298376559e-12,3.15219567552403,FALSE
"SalVentAttn_TempOccPar_3 R",1.69224912712345e-12,3.84509436980043e-12,2.15284524267698e-12,2.27217985116439,FALSE
"DorsAttn_Post_30 R",8.45433860415637e-12,1.05951652989196e-11,2.14082669476323e-12,1.25322225605096,FALSE
"Cont_PFCl_18 R",5.98568559604933e-12,8.12545848621508e-12,2.13977289016575e-12,1.35748167120205,TRUE
"Cont_PFCl_11 R",2.01009904779326e-11,2.22355359123525e-11,2.13454543441991e-12,1.10619105743885,TRUE
"SomMot_12 R",1.23848669504003e-12,3.34567512126058e-12,2.10718842622055e-12,2.70142193263727,FALSE
"Default_Par_4 R",3.70297620468092e-12,5.77601618368834e-12,2.07303997900742e-12,1.55983075894112,FALSE
"Cont_PFCl_14 R",2.6295558989713e-12,4.68460651691974e-12,2.05505061794844e-12,1.7815200349049,TRUE
"SalVentAttn_Med_3 R",1.56416740966293e-12,3.59852419914033e-12,2.0343567894774e-12,2.3006004196928,FALSE
"SalVentAttn_FrOperIns_4 R",1.44171881553665e-12,3.4605559493792e-12,2.01883713384255e-12,2.40029880451485,TRUE
"Cont_PFCl_23 R",1.94031744386973e-12,3.93143715382401e-12,1.99111970995428e-12,2.02618245083817,TRUE
"Cont_Par_4 L",7.41180001478821e-12,9.39706117794176e-12,1.98526116315355e-12,1.26785142059857,FALSE
"DorsAttn_Post_12 L",9.16760797537505e-12,1.11452563736307e-11,1.97764839825565e-12,1.21572130959,FALSE
"SalVentAttn_Med_6 R",1.40451751192709e-12,3.37535595093105e-12,1.97083843900396e-12,2.40321385975447,FALSE
"SomMot_5 R",6.61138150608751e-13,2.53815458860806e-12,1.87701643799931e-12,3.83906840993977,FALSE
"SomMot_38 L",4.20477524177845e-12,6.06656267878002e-12,1.86178743700157e-12,1.44277929971213,FALSE
"SalVentAttn_TempOccPar_8 R",7.07995844305691e-12,8.9044401732376e-12,1.82448173018069e-12,1.2576966722128,FALSE
"Vis_25 L",6.51770814602712e-13,2.45492049836432e-12,1.80314968376161e-12,3.76653946964582,FALSE
"Cont_PFCl_10 L",2.11364651326513e-12,3.91408904301034e-12,1.80044252974521e-12,1.85181818172799,TRUE
"Default_pCunPCC_11 R",1.05548179048037e-12,2.85525267934181e-12,1.79977088886144e-12,2.70516526679472,FALSE
"Vis_31 L",1.88743099980881e-12,3.64912613417598e-12,1.76169513436717e-12,1.93338253665729,FALSE
"Cont_Cing_4 L",7.40806665646732e-13,2.48830071458094e-12,1.74749404893421e-12,3.35890702658382,FALSE
"SomMot_15 R",8.23258546874545e-12,9.95243610833605e-12,1.7198506395906e-12,1.20890771752324,FALSE
"Default_PHC_1 L",3.14078667055412e-12,4.84486090241516e-12,1.70407423186104e-12,1.54256287058185,FALSE
"Default_pCunPCC_1 L",1.48710864524417e-12,3.18535051491172e-12,1.69824186966755e-12,2.14197565530843,FALSE
"SomMot_6 R",8.83229790227878e-13,2.57075997388004e-12,1.68753018365216e-12,2.91063549069916,FALSE
"Vis_32 L",6.57053893579918e-12,8.25425066460924e-12,1.68371172881006e-12,1.25625169339405,FALSE
"SalVentAttn_Med_7 L",2.04097876596856e-12,3.68452948027475e-12,1.64355071430619e-12,1.80527575382502,FALSE
"Vis_27 L",1.7571307915262e-11,1.91887136752142e-11,1.61740575995225e-12,1.09204811433231,FALSE
"Default_pCunPCC_14 R",2.44773266082129e-12,4.06418392103533e-12,1.61645126021404e-12,1.66038717629877,FALSE
"SalVentAttn_TempOccPar_2 R",4.89820694180246e-12,6.50216726494815e-12,1.60396032314569e-12,1.32745866848889,FALSE
"DorsAttn_Post_28 L",5.63988433581033e-12,7.24026343915327e-12,1.60037910334294e-12,1.28376097949055,FALSE
"Vis_20 L",1.31130835543802e-12,2.90648890429643e-12,1.59518054885841e-12,2.21648012249992,FALSE
"SalVentAttn_FrOperIns_3 R",5.06704566623019e-12,6.64476828623779e-12,1.5777226200076e-12,1.31136933115138,TRUE
"SomMot_3 L",6.80303939997784e-13,2.23404674199502e-12,1.55374280199724e-12,3.28389505138291,FALSE
"SomMot_29 R",5.59419737473975e-12,7.12087425588191e-12,1.52667688114216e-12,1.27290364977749,FALSE
"SomMot_10 R",7.7616069713064e-13,2.24786249900484e-12,1.4717018018742e-12,2.89613028244651,FALSE
"Default_pCunPCC_1 R",1.22163111954823e-12,2.65995246236857e-12,1.43832134282034e-12,2.17737778598195,FALSE
"SomMot_14 L",2.19823860623731e-12,3.62187640867181e-12,1.4236378024345e-12,1.64762660358846,FALSE
"Default_PFCdPFCm_19 R",8.01744084122927e-12,9.43808402406011e-12,1.42064318283084e-12,1.17719409609177,TRUE
"SalVentAttn_FrOperIns_8 R",2.54333851654021e-12,3.96207480771955e-12,1.41873629117934e-12,1.5578244036147,TRUE
"SomMot_24 R",1.29142091178241e-12,2.67671170129948e-12,1.38529078951707e-12,2.07268728334677,FALSE
"SomMot_9 R",6.60282553180618e-12,7.97684753592694e-12,1.37402200412076e-12,1.2080960639505,FALSE
"SomMot_39 R",5.80566335005419e-12,7.16184526976212e-12,1.35618191970793e-12,1.233596376148,FALSE
"DorsAttn_Post_9 L",1.45984369386802e-12,2.81192518668781e-12,1.35208149281979e-12,1.92618237041343,FALSE
"SalVentAttn_TempOccPar_6 R",1.27023811595338e-12,2.605126536483e-12,1.33488842052962e-12,2.0508962089582,FALSE
"SomMot_8 R",6.44869587532308e-13,1.97364129025142e-12,1.32877170271911e-12,3.06052778485625,FALSE
"SalVentAttn_FrOperIns_7 R",7.78689331621126e-13,2.10217195347713e-12,1.323482621856e-12,2.69962855289245,TRUE
"Vis_19 L",1.21084049717571e-12,2.53338484585705e-12,1.32254434868134e-12,2.09225315123353,FALSE
"Vis_30 L",7.503954937242e-12,8.82500879486741e-12,1.32105385762541e-12,1.17604768001325,FALSE
"Default_Par_5 R",6.10384452912802e-12,7.41694373098758e-12,1.31309920185956e-12,1.21512658056629,FALSE
"Vis_11 L",3.87552295971449e-13,1.69157871465124e-12,1.30402641867979e-12,4.36477536640851,FALSE
"Default_Temp_9 R",1.37166885401457e-12,2.66344685402177e-12,1.2917780000072e-12,1.94175645690756,FALSE
"DorsAttn_FEF_1 R",8.81743354376414e-12,1.00633912537259e-11,1.24595770996176e-12,1.14130616395095,TRUE
"SalVentAttn_Med_11 L",1.85103355234365e-12,3.09245374116981e-12,1.24142018882616e-12,1.67066325580882,FALSE
"DorsAttn_Post_23 R",2.73116673141225e-12,3.96240940062622e-12,1.23124266921397e-12,1.45081197535579,FALSE
"Vis_6 L",8.22527728499494e-12,9.41409812819413e-12,1.18882084319919e-12,1.14453261598462,FALSE
"Default_Par_3 R",3.15719712323709e-12,4.33325790210386e-12,1.17606077886677e-12,1.37250153631869,FALSE
"SomMot_6 L",9.94005130583988e-13,2.16239048116418e-12,1.16838535058019e-12,2.17543191139643,FALSE
"Vis_21 R",1.69635592701835e-12,2.840645822817e-12,1.14428989579865e-12,1.67455766656821,FALSE
"SomMot_17 R",5.86552466522809e-12,6.98818099928943e-12,1.12265633406134e-12,1.19139913275221,FALSE
"Vis_10 R",9.17202162395526e-12,1.02486473269376e-11,1.07662570298234e-12,1.11738150509485,FALSE
"Vis_39 R",1.17987952758387e-12,2.21734124967253e-12,1.03746172208866e-12,1.87929462104759,FALSE
"Cont_PFCmp_2 L",1.1768448693259e-12,2.20528559424096e-12,1.02844072491506e-12,1.87389659565254,TRUE
"SalVentAttn_ParOper_2 L",9.21034787112408e-12,1.02354564639085e-11,1.02510859278442e-12,1.11129966067821,FALSE
"SalVentAttn_Med_13 L",5.88740404031624e-12,6.90827197248602e-12,1.02086793216978e-12,1.17339865332479,FALSE
"SalVentAttn_Med_9 R",1.37950708851279e-12,2.36987396772302e-12,9.90366879210228e-13,1.71791358482827,FALSE
"SomMot_5 L",6.02699659861784e-12,6.97301316266415e-12,9.46016564046315e-13,1.156963182004,FALSE
"Vis_26 R",1.48318290032784e-11,1.5715375940805e-11,8.83546937526554e-13,1.0595710035041,FALSE
"SomMot_31 L",5.94020108321395e-12,6.82353137994114e-12,8.83330296727193e-13,1.14870377018437,FALSE
"SomMot_52 R",5.32702563042489e-12,6.20913564241435e-12,8.82110011989456e-13,1.16559147133653,FALSE
"DorsAttn_Post_10 L",1.14728542321421e-12,2.01342201263137e-12,8.66136589417156e-13,1.75494429885686,FALSE
"SalVentAttn_TempOccPar_9 R",3.98495760358911e-12,4.84453940846542e-12,8.5958180487631e-13,1.21570663740616,FALSE
"Default_pCunPCC_6 R",1.21107247693067e-12,2.06631792472278e-12,8.55245447792113e-13,1.70618849332588,FALSE
"SomMot_12 L",1.04610306501189e-12,1.88851056940396e-12,8.42407504392071e-13,1.80528155644253,FALSE
"SomMot_16 R",1.0597085760695e-12,1.90057138542673e-12,8.4086280935723e-13,1.793484952699,FALSE
"SomMot_36 L",7.27152317017977e-12,8.0978151013952e-12,8.26291931215431e-13,1.11363395424552,FALSE
"Default_pCunPCC_13 L",1.21463779111818e-12,2.03261616861262e-12,8.17978377494439e-13,1.67343399281313,FALSE
"Default_pCunPCC_6 L",6.52000387944059e-13,1.46921663568026e-12,8.17216247736201e-13,2.25339840718978,FALSE
"DorsAttn_Post_7 R",6.97782044974057e-12,7.78874630675283e-12,8.10925857012259e-13,1.1162147783614,FALSE
"Cont_pCun_2 R",4.9533986151893e-12,5.72287276863277e-12,7.69474153443469e-13,1.15534266737264,FALSE
"SomMot_23 L",1.05499092055475e-11,1.13185093748453e-11,7.68600169297792e-13,1.07285372360301,FALSE
"Cont_PFCd_1 L",3.16406135813281e-12,3.91557418822473e-12,7.51512830091923e-13,1.23751525176977,TRUE
"Cont_Cing_3 R",1.02774367056583e-12,1.77350999744636e-12,7.45766326880526e-13,1.72563456067789,FALSE
"SomMot_17 L",2.0046300721322e-12,2.72738069371237e-12,7.22750621580167e-13,1.36054064619086,FALSE
"SomMot_50 R",6.42673661032112e-12,7.08924380847677e-12,6.62507198155654e-13,1.10308609770808,FALSE
"SalVentAttn_ParOper_4 L",8.03867184148508e-12,8.69815293196398e-12,6.59481090478903e-13,1.08203856351935,FALSE
"Cont_Cing_1 R",1.63574856730046e-12,2.29381438700073e-12,6.5806581970027e-13,1.40230254994892,FALSE
"Default_pCunPCC_7 L",1.29136406616651e-12,1.92174414720112e-12,6.3038008103461e-13,1.48815055145984,FALSE
"Default_Temp_8 R",1.70682636727585e-12,2.33132093487116e-12,6.24494567595312e-13,1.36588054858329,FALSE
"SomMot_4 R",5.46338717662152e-12,6.06954805528594e-12,6.06160878664419e-13,1.11094964699889,FALSE
"Default_pCunPCC_7 R",6.23474314333079e-13,1.22948721491086e-12,6.06012900577781e-13,1.97199337109184,FALSE
"Default_pCunPCC_12 L",6.52188115963559e-13,1.25197822839137e-12,5.99790112427811e-13,1.91965814424825,FALSE
"Cont_PFCl_12 R",9.40408577132248e-12,9.99855558804787e-12,5.94469816725393e-13,1.06321399348975,TRUE
"SomMot_27 L",9.6423430528048e-12,1.02262003771573e-11,5.83857324352503e-13,1.06055139514899,FALSE
"SomMot_3 R",5.78615998184873e-12,6.36172245587856e-12,5.75562474029826e-13,1.09947227104597,FALSE
"SomMot_23 R",3.26253047597063e-12,3.83640868518103e-12,5.73878209210403e-13,1.17589972367681,FALSE
"DorsAttn_Post_4 R",1.60173118452861e-12,2.17355379751016e-12,5.71822612981553e-13,1.3570028594716,FALSE
"SalVentAttn_Med_12 L",1.97610991897959e-12,2.52799868594504e-12,5.51888766965449e-13,1.27928039916445,FALSE
"SomMot_13 L",5.98877342756612e-13,1.12456567943776e-12,5.25688336681148e-13,1.87778965599437,FALSE
"SomMot_11 R",5.45572146383189e-12,5.94148444162589e-12,4.85762977794004e-13,1.0890373493248,FALSE
"Default_pCunPCC_12 R",1.02819585392106e-12,1.49105197422103e-12,4.62856120299968e-13,1.45016337941342,FALSE
"Default_pCunPCC_11 L",6.39605640509621e-13,1.07830121779742e-12,4.38695577287799e-13,1.68588447240437,FALSE
"Default_pCunPCC_8 L",1.10015686667905e-12,1.5358155090306e-12,4.35658642351552e-13,1.39599683967491,FALSE
"SomMot_28 L",1.46147387405385e-12,1.88730587129651e-12,4.25831997242665e-13,1.29137161108566,FALSE
"Default_Par_12 L",9.27154975228482e-12,9.65594102166726e-12,3.84391269382444e-13,1.04145922522691,FALSE
"SalVentAttn_Med_3 L",8.85693492031605e-13,1.25871583854467e-12,3.73022346513065e-13,1.42116414975278,FALSE
"Vis_42 R",1.26354419130716e-12,1.60391878267893e-12,3.40374591371774e-13,1.26938083662879,FALSE
"SomMot_14 R",1.56850621208894e-12,1.90088805875799e-12,3.32381846669048e-13,1.2119098057166,FALSE
"Default_pCunPCC_8 R",1.05869184255649e-12,1.37755755321355e-12,3.1886571065706e-13,1.30118840803295,FALSE
"SalVentAttn_Med_4 L",3.97361699546029e-13,7.08574204674514e-13,3.11212505128485e-13,1.78319703555736,FALSE
"SalVentAttn_Med_10 L",2.85527597282064e-12,3.1644934426815e-12,3.09217469860857e-13,1.10829687666071,FALSE
"SalVentAttn_Med_11 R",3.80426091403065e-12,4.10795952113592e-12,3.03698607105275e-13,1.07983117193282,FALSE
"SomMot_7 R",5.93230155937955e-13,8.67882406986335e-13,2.7465225104838e-13,1.4629775615741,FALSE
"SomMot_4 L",4.97163906250364e-12,5.21402783041339e-12,2.42388767909753e-13,1.04875429709648,FALSE
"DorsAttn_Post_18 R",2.53958883692583e-12,2.78063494781363e-12,2.410461108878e-13,1.09491540810976,FALSE
"SomMot_26 R",5.6587222954715e-12,5.87160553744283e-12,2.1288324197133e-13,1.03762037273709,FALSE
"Default_pCunPCC_3 L",1.30548346010032e-12,1.48983497611877e-12,1.8435151601845e-13,1.14121321460808,FALSE
"SomMot_20 R",3.69639219892165e-12,3.88006601868229e-12,1.83673819760638e-13,1.04969002472579,FALSE
"Cont_Temp_2 R",1.90066240361443e-11,1.91567364127795e-11,1.50112376635231e-13,1.0078978979302,FALSE
"Cont_Par_8 R",1.92025338357331e-12,2.06994391990201e-12,1.49690536328702e-13,1.07795353342909,FALSE
"SalVentAttn_Med_4 R",3.14204809135994e-13,4.63080669133495e-13,1.48875859997501e-13,1.47381789097017,FALSE
"SomMot_32 L",1.65996274647207e-12,1.80779824821581e-12,1.4783550174374e-13,1.08905952983459,FALSE
"Default_Par_1 L",7.8107541285014e-13,9.1404175277046e-13,1.3296633992032e-13,1.1702349577682,FALSE
"Default_pCunPCC_4 L",1.2473829188986e-12,1.37319482871403e-12,1.25811909815435e-13,1.10086069635018,FALSE
"Default_pCunPCC_5 R",4.43444767993737e-13,5.56172298185205e-13,1.12727530191468e-13,1.25420872750732,FALSE
"Default_pCunPCC_13 R",1.41784237372308e-12,1.52838161832477e-12,1.10539244601693e-13,1.07796299973137,FALSE
"DorsAttn_Post_6 L",3.5301196183462e-12,3.62050947662793e-12,9.03898582817253e-14,1.02560532448021,FALSE
"Default_Temp_11 R",1.86583096203674e-12,1.95577741266393e-12,8.99464506271919e-14,1.04820718085255,FALSE
"Cont_Cing_3 L",1.40301292255784e-12,1.49161614978318e-12,8.86032272253351e-14,1.06315211057629,FALSE
"Cont_Cing_2 R",1.12884264593482e-12,1.21581278014755e-12,8.6970134212729e-14,1.07704362917713,FALSE
"Default_Par_5 L",1.4450296735147e-12,1.52465218941052e-12,7.96225158958233e-14,1.05510095561025,FALSE
"SalVentAttn_Med_5 L",7.98198817232132e-13,8.73070388753948e-13,7.48715715218162e-14,1.09380065455552,FALSE
"SalVentAttn_Med_6 L",5.60236796853423e-13,6.23453681498081e-13,6.32168846446581e-14,1.11283957962011,FALSE
"DorsAttn_FEF_3 R",4.0932520454998e-12,4.15001778043536e-12,5.67657349355611e-14,1.01386812595573,TRUE
"Cont_PFCl_16 R",2.29065170148684e-12,2.32966003751743e-12,3.90083360305929e-14,1.0170293615591,TRUE
"Default_pCunPCC_14 L",8.40686562500531e-13,8.77825797296201e-13,3.71392347956696e-14,1.04417726707229,FALSE
"SomMot_25 R",9.151632404847e-13,9.3690366868529e-13,2.17404282005899e-14,1.02375579267047,FALSE
"SalVentAttn_FrOperIns_9 R",4.46742258854377e-12,4.48265554791974e-12,1.52329593759677e-14,1.00340978697986,TRUE
"SalVentAttn_Med_8 R",6.81404778128814e-13,6.91155356029766e-13,9.75057790095236e-15,1.01430952381597,FALSE
"Cont_PFCl_25 R",6.72748974113867e-12,6.71976476490961e-12,-7.72497622905502e-15,0.998851729764549,TRUE
"Vis_22 R",2.67613194720031e-12,2.66349235325445e-12,-1.26395939458566e-14,0.995276916760745,FALSE
"Default_pCunPCC_9 R",6.30773172763946e-13,6.0822434006719e-13,-2.2548832696756e-14,0.964252074009504,FALSE
"Default_Temp_12 L",2.81966686719267e-12,2.79468411510771e-12,-2.49827520849573e-14,0.991139821382577,FALSE
"Cont_Cing_4 R",5.17055700043624e-13,4.67663969782526e-13,-4.93917302610982e-14,0.904475029949518,FALSE
"Default_pCunPCC_5 L",6.23443769124556e-13,5.66000482597579e-13,-5.7443286526977e-14,0.907861319060676,FALSE
"SomMot_26 L",8.17922201513221e-13,7.51209721508641e-13,-6.67124800045801e-14,0.918436643630462,FALSE
"Vis_38 L",4.90564185677308e-13,4.09746394459243e-13,-8.08177912180653e-14,0.835255419010088,FALSE
"Default_Temp_5 R",1.57558410293011e-11,1.56737523250923e-11,-8.20887042088034e-14,0.994789950973982,FALSE
"SalVentAttn_Med_5 R",6.16394167034215e-13,5.26685722940491e-13,-8.97084440937238e-14,0.854462535676876,FALSE
"Cont_PFCl_21 R",1.15264321070386e-11,1.14319236760241e-11,-9.45084310145083e-14,0.991800721147978,TRUE
"Vis_8 R",9.25648063676365e-13,8.12465355572884e-13,-1.13182708103481e-13,0.877725981887807,FALSE
"Cont_Par_9 R",2.16104598131374e-12,2.03981883394415e-12,-1.21227147369591e-13,0.943903485433524,FALSE
"DorsAttn_Post_2 L",9.22523658301011e-12,9.09761643659954e-12,-1.27620146410571e-13,0.986166192567288,FALSE
"SomMot_28 R",1.00604598304887e-12,8.4874813285918e-13,-1.57297850189686e-13,0.843647454649152,FALSE
"Cont_Par_9 L",1.44524403006909e-12,1.27359693564969e-12,-1.71647094419402e-13,0.881233140668157,FALSE
"SalVentAttn_Med_9 L",3.83862154293246e-13,1.97068784167212e-13,-1.86793370126034e-13,0.513384249953082,FALSE
"Default_pCunPCC_2 R",5.59900175424767e-13,3.73029065156981e-13,-1.86871110267785e-13,0.666242093733912,FALSE
"SomMot_55 R",3.66290193828387e-12,3.46515746242668e-12,-1.97744475857189e-13,0.946014258861149,FALSE
"SalVentAttn_Med_8 L",1.01442431886772e-12,8.02021491711035e-13,-2.12402827156686e-13,0.79061737459748,FALSE
"Vis_17 L",4.20541619704311e-12,3.99121427077314e-12,-2.14201926269973e-13,0.949065225358531,FALSE
"SalVentAttn_FrOperIns_2 R",2.39676221720689e-12,2.08442366916907e-12,-3.12338548037824e-13,0.869683130935779,TRUE
"SalVentAttn_Med_7 R",7.97860407134505e-13,4.84969245092274e-13,-3.12891162042231e-13,0.607837211566906,FALSE
"Vis_37 L",1.86841226204626e-12,1.54793412541864e-12,-3.20478136627618e-13,0.828475683264552,FALSE
"Default_pCunPCC_10 L",2.39725649168803e-12,2.07369745163214e-12,-3.23559040055888e-13,0.865029444626489,FALSE
"Cont_Par_1 R",9.463243115729e-12,9.12651944531668e-12,-3.36723670412323e-13,0.964417730127566,FALSE
"Vis_40 L",5.97803855878235e-12,5.63858269759959e-12,-3.39455861182758e-13,0.943216180717994,FALSE
"DorsAttn_Post_3 L",1.00623262173553e-11,9.68249057171752e-12,-3.79835645637745e-13,0.962251706272192,FALSE
"DorsAttn_Post_13 L",2.44424897987137e-12,2.06262670581674e-12,-3.81622274054628e-13,0.843869312333839,FALSE
"DorsAttn_Post_15 L",2.14556723057696e-12,1.74395630111216e-12,-4.01610929464805e-13,0.812818296373399,FALSE
"Default_pCunPCC_16 L",1.91764260085001e-12,1.50683099103858e-12,-4.10811609811426e-13,0.785772588891522,FALSE
"SalVentAttn_PrC_1 R",9.35255675166277e-12,8.93007117882173e-12,-4.22485572841039e-13,0.954826729838776,FALSE
"SalVentAttn_FrOperIns_1 R",2.27344121851603e-12,1.83193636766913e-12,-4.41504850846899e-13,0.805798871221712,TRUE
"SalVentAttn_Med_10 R",1.06324915740901e-12,6.16582768728802e-13,-4.46666388680213e-13,0.579904309758707,FALSE
"SomMot_31 R",1.52148134394484e-12,1.0469835126342e-12,-4.74497831310641e-13,0.688134308580886,FALSE
"DorsAttn_Post_26 R",5.10999078562517e-12,4.62773488574024e-12,-4.82255899884933e-13,0.905624898338064,FALSE
"Default_pCunPCC_2 L",6.49998429110067e-13,1.49188608687486e-13,-5.00809820422581e-13,0.229521491139209,FALSE
"Default_pCunPCC_17 L",1.34075630596175e-12,8.33440416897941e-13,-5.07315889063809e-13,0.621619613640451,FALSE
"SalVentAttn_ParOper_1 L",1.11954919048442e-12,6.12126857091452e-13,-5.07422333392972e-13,0.546761913004097,FALSE
"SomMot_34 R",4.77455199564605e-12,4.2641671574152e-12,-5.10384838230852e-13,0.893103093505678,FALSE
"DorsAttn_Post_4 L",8.35335558895993e-12,7.82530298047962e-12,-5.28052608480306e-13,0.93678557043852,FALSE
"DorsAttn_Post_25 R",9.67438850258295e-12,9.11502649082614e-12,-5.59362011756813e-13,0.942181150611486,FALSE
"DorsAttn_Post_8 L",4.60587953880544e-12,4.04632954729808e-12,-5.59549991507358e-13,0.878513976148738,FALSE
"SalVentAttn_FrOperIns_12 R",5.36350146121775e-12,4.79560267721621e-12,-5.67898784001544e-13,0.894117902622403,TRUE
"Cont_Cing_1 L",1.49359630684019e-12,9.03838386794124e-13,-5.89757920046063e-13,0.605142355169758,FALSE
"SomMot_46 R",3.47632623831618e-12,2.86798591510101e-12,-6.08340323215173e-13,0.825004823623852,FALSE
"DorsAttn_Post_19 L",2.34696501473366e-12,1.7308119946581e-12,-6.16153020075557e-13,0.737468170080294,FALSE
"SalVentAttn_TempOccPar_4 R",3.41504848768634e-12,2.79414738496778e-12,-6.20901102718558e-13,0.818186738795263,FALSE
"DorsAttn_Post_28 R",4.61554757977e-12,3.9897776327883e-12,-6.25769946981697e-13,0.864421298628909,FALSE
"SalVentAttn_TempOccPar_10 R",5.04914944590148e-12,4.42025363958148e-12,-6.28895806319997e-13,0.875445198630338,FALSE
"DorsAttn_Post_20 R",1.83657563368923e-12,1.20389832133714e-12,-6.32677312352091e-13,0.655512519742409,FALSE
"SomMot_39 L",1.1811440763596e-12,5.45441787924126e-13,-6.3570228843547e-13,0.461791070912562,FALSE
"Default_Par_2 L",1.13500770937201e-12,4.84123573878021e-13,-6.50884135493985e-13,0.426537696511228,FALSE
"DorsAttn_Post_26 L",1.49258158471909e-11,1.42685192938004e-11,-6.57296553390517e-13,0.955962437154534,FALSE
"Default_pCunPCC_10 R",2.31596152710615e-12,1.65026217831747e-12,-6.65699348788679e-13,0.712560273131788,FALSE
"SomMot_43 R",2.03415394194279e-12,1.36705663185797e-12,-6.67097310084824e-13,0.672051708413136,FALSE
"Vis_41 L",2.58885996401875e-12,1.881043554248e-12,-7.07816409770746e-13,0.726591465120428,FALSE
"SomMot_47 R",1.05834253559919e-12,3.25861347633273e-13,-7.32481187965915e-13,0.307897808764517,FALSE
"SalVentAttn_ParOper_3 L",7.24300136237024e-12,6.48480129748838e-12,-7.58200064881863e-13,0.895319629674383,FALSE
"SalVentAttn_TempOccPar_11 R",7.27114606280647e-12,6.50010156441313e-12,-7.71044498393338e-13,0.893958326275771,FALSE
"SomMot_32 R",1.28895967115914e-12,5.07661386885682e-13,-7.81298284273458e-13,0.393853584595979,FALSE
"Vis_36 L",1.25157497100992e-11,1.17022041103121e-11,-8.13545599787119e-13,0.93499825271109,FALSE
"SalVentAttn_Med_13 R",6.73566914491801e-12,5.90211521840422e-12,-8.33553926513787e-13,0.87624779237521,FALSE
"Cont_PFCl_24 R",4.70785291615931e-12,3.85680831211708e-12,-8.51044604042232e-13,0.819228718654083,TRUE
"Default_Par_6 L",3.87712907275862e-12,3.02561845474206e-12,-8.5151061801656e-13,0.780375994186157,FALSE
"DorsAttn_Post_15 R",3.80841513663627e-12,2.9177234019174e-12,-8.90691734718872e-13,0.766125355886081,FALSE
"SomMot_56 R",1.20859770288573e-11,1.11784094753932e-11,-9.07567553464072e-13,0.924907390499162,FALSE
