"region","mean_p_excl","sub11_p","excess","ratio","is_frontal"
"Default_PFCdPFCm_3 R",2.13066961601424e-12,1.5585627109197e-10,1.53725601475956e-10,73.1489621481177,TRUE
"SomMot_1 L",8.92312017839831e-12,1.50942370512284e-10,1.42019250333886e-10,16.9158733149975,FALSE
"Cont_PFCl_9 L",1.1779875788641e-11,1.4840257447997e-10,1.36622698691329e-10,12.5979744729626,TRUE
"Limbic_TempPole_4 R",2.95677338648002e-11,1.60056913922522e-10,1.30489180057722e-10,5.41322898313376,FALSE
"Limbic_OFC_6 R",3.9176329116734e-11,1.66786302587383e-10,1.27609973470649e-10,4.25732339776931,TRUE
"Cont_PFCl_11 L",1.47044770710554e-11,1.42210114602275e-10,1.2750563753122e-10,9.67121196592596,TRUE
"Default_Temp_1 R",6.95306010788991e-11,1.92782945219874e-10,1.23252344140975e-10,2.77263452679081,FALSE
"Cont_PFCv_2 L",3.20991263618543e-12,1.23839913926866e-10,1.20630001290681e-10,38.5804624496054,TRUE
"Default_PFCdPFCm_4 R",1.34222584778252e-11,1.30411747402464e-10,1.16989488924639e-10,9.71608076374896,TRUE
"Limbic_TempPole_3 R",2.53168775848238e-11,1.33106550772323e-10,1.07789673187499e-10,5.25762113935067,FALSE
"Cont_PFCl_8 R",3.84927179037645e-11,1.42660249250045e-10,1.04167531346281e-10,3.70616202281973,TRUE
"Limbic_OFC_5 R",2.0579876154654e-11,1.23040012049336e-10,1.02460135894682e-10,5.97865658299946,TRUE
"Limbic_TempPole_2 L",3.24858307062937e-11,1.30979435774918e-10,9.84936050686243e-11,4.03189430367691,FALSE
"Default_PFC_9 L",2.50243421391384e-11,1.18186352053234e-10,9.31620099140956e-11,4.72285550589516,TRUE
"Limbic_OFC_2 R",3.50097727041094e-11,1.27530967274369e-10,9.25211945702596e-11,3.64272480007846,TRUE
"Default_PFC_12 L",1.80675653116114e-11,1.0313337155026e-10,8.50658062386486e-11,5.7082052712426,TRUE
"Default_PFCdPFCm_12 R",1.2684740351879e-11,9.57507546359621e-11,8.30660142840831e-11,7.54849937640062,TRUE
"Default_PFC_15 L",4.06765618605336e-12,8.68990228239923e-11,8.2831366637939e-11,21.3634139291173,TRUE
"Cont_PFCl_13 R",1.69442366369107e-11,9.89293097432864e-11,8.19850731063756e-11,5.83852267075769,TRUE
"Limbic_TempPole_8 R",1.52245930333008e-11,9.31546677009177e-11,7.79300746676169e-11,6.11869673607436,FALSE
"Default_PFCdPFCm_10 R",9.11072459269572e-12,8.50496420928543e-11,7.59389175001586e-11,9.3351128362546,TRUE
"SalVentAttn_PFCl_1 R",1.69714615788976e-11,9.07589571408157e-11,7.37874955619181e-11,5.34773959914364,TRUE
"Cont_PFCl_7 L",8.70919468529655e-12,7.99765301152254e-11,7.12673354299289e-11,9.18299946265378,TRUE
"Default_PFC_20 L",7.47024295331173e-12,6.74407219290075e-11,5.99704789756958e-11,9.02791547082274,TRUE
"Limbic_TempPole_10 R",1.50803105151866e-11,7.24225070834531e-11,5.73421965682665e-11,4.80245463185391,FALSE
"Limbic_TempPole_11 L",1.71732635944925e-11,7.23391296726024e-11,5.51658660781099e-11,4.21231114718356,FALSE
"Cont_PFCl_4 R",4.6186245610644e-11,9.78708910611859e-11,5.16846454505419e-11,2.11904842593724,TRUE
"Limbic_OFC_1 L",3.22554983606799e-12,5.35221199576295e-11,5.02965701215615e-11,16.5931771876989,TRUE
"Default_PFCdPFCm_7 R",4.73208154972151e-12,5.44618824188701e-11,4.97298008691486e-11,11.5090752022385,TRUE
"Limbic_OFC_3 R",8.81904019647082e-12,5.68656046615164e-11,4.80465644650456e-11,6.44804915213707,TRUE
"Default_Temp_6 L",9.07004724190426e-12,5.70731195753263e-11,4.8003072333422e-11,6.29248316498777,FALSE
"Default_Temp_2 R",4.42040340344199e-11,9.10885669299015e-11,4.68845328954816e-11,2.06063923620579,FALSE
